15108,14546
14346,15095
14332,15067
14278,15028
15378,14737
14149,14422
13851,14731
13865,15212
13655,14785
15144,14465
15199,14733
14002,14327
13960,15463
14051,14652
13471,15501
13842,15324
13537,15467
13778,15093
14907,14800
15116,14477
15347,14981
14821,15425
14357,15372
15360,14458
13937,14812
14011,14393
14688,15149
15016,14769
14148,14405
14254,14801
13842,15477
14164,15014
15033,15275
14184,14556
13808,15476
14599,15472
15068,15663
13987,14679
13920,15022
15235,15276
14903,14688
15263,14493
14355,14720
14276,14728
15474,14844
14706,14561
13816,14655
13638,15478
14945,14426
14851,15138
13872,15618
14081,15155
14766,14663
15026,14490
13871,14800
15341,15198
13952,14655
13638,15540
15163,14380
14920,14507
13836,14732
15231,14454
13776,14406
15161,15272
14350,14954
15059,14754
15375,15422
15126,14813
13551,14306
14075,15142
14869,15424
13580,14550
14099,15150
14774,14782
14982,15100
14109,15420
14771,14649
13624,14955
13483,15041
14336,14653
14918,14482
15481,14779
15485,14789
14890,14647
14112,14539
15141,15368
15170,15375
14045,14604
13556,14857
14981,15057
14722,15504
14268,15339
14410,15518
13979,15003
14038,15332
14861,14584
14598,15222
15146,15055
14436,14804
14262,14435
13969,14434
15387,15482
14821,15204
15129,14909
13626,15608
14116,14661
14598,15525
15283,14477
15327,15136
14184,14419
14179,14572
14034,14338
13541,14703
13975,14485
15400,14765
13638,15470
13771,14558
13857,15019
13852,15172
13857,15019
14291,14681
13794,15399
15425,14405
13536,15467
13792,15098
14924,14447
13999,15059
14182,15058
14517,15469
14399,14443
14163,15068
13864,14959
14956,14791
14428,15293
14650,15330
14818,15422
14984,14965
13799,15239
15152,15529
14930,15383
13706,15381
14819,14471
14074,15502
14659,15505
15129,15215
14286,14423
14543,15302
15484,14699
13951,14390
13990,14980
14079,15312
14808,14593
14584,15557
14836,15250
15201,14606
14154,15335
14372,15525
14414,15409
13735,15555
14012,14938
14008,14332
13767,14965
15493,14474
14287,14406
14903,14596
15064,14764
14466,14734
13566,14551
14387,15461
14651,15237
14694,15353
15183,15369
15072,15396
14338,14813
13895,14741
13975,14569
13481,14590
13614,14525
14128,14342
14168,14629
14053,14377
15052,14666
15331,14892
15055,15312
14516,14739
13985,15224
14757,14483
14189,15285
15240,15116
14129,15334
15197,15083
13507,15508
15308,14457
13841,14925
14149,15031
14933,15091
15068,15518
13546,15162
14557,15501
13949,15328
14874,15206
15292,14998
13907,15416
15266,15345
15325,14670
13546,14475
15143,14740
13499,14558
13711,14495
13798,14350
14818,14666
14668,15294
14446,15199
14434,15189
14209,14873
15307,14810
15279,14592
15430,15023
15304,14482
14062,14711
14059,14812
13900,14965
13738,15544
14136,15266
14085,14688
13922,14970
13588,15065
14277,14463
14454,14707
14741,14721
13692,14505
15448,15585
15222,15205
13799,14623
14663,14425
15503,14383
14729,14767
15019,14520
15216,14454
15333,14427
14538,15020
14184,14391
13653,14589
14289,14958
14510,14770
13673,14422
15178,14805
14017,14402
15074,14701
13654,14767
15329,15462
13821,14732
13873,14644
14574,15417
14810,15385
14647,15107
15204,15583
13614,14881
14536,14379
13969,15215
13578,15516
14505,15047
15214,14758
14098,14889
14172,14560
14752,15604
15007,14549
15198,14757
13894,14987
13750,15190
13826,14360
14653,15138
14567,15065
15302,14457
14243,15125
13900,14936
15428,14790
15408,14739
15112,14714
15060,14620
15029,14592
14293,15077
14387,15056
14805,15158
14273,14581
13768,14683
14909,14527
14963,14544
14734,14638
14849,15390
13864,14943
13878,14958
14406,14745
15332,14474
14215,14573
15340,14455
14237,15390
13722,14407
13722,14407
13765,14515
14205,14415
13925,14768
14150,14860
14922,14411
13844,14792
13504,14834
13549,15026
13629,15547
13573,15591
13945,14903
13892,15050
13679,15481
13988,14670
13699,14770
13922,15238
14128,15143
14340,15049
14383,15045
14340,15049
14588,14970
14838,14879
15063,14759
13603,15566
15293,15297
15253,15392
14994,15358
14978,14455
13604,14570
13516,14441
13593,14584
13835,14836
13748,14749
13777,14758
13860,14814
13891,14988
13867,14945
13825,15192
14099,14955
13749,15484
13852,15100
14002,14998
13766,15311
13900,14998
13892,15005
13969,14390
14002,14409
14130,14347
15079,14706
15373,14725
15070,14579
14752,14639
14461,14806
14179,14963
13758,15214
13973,14738
13785,15221
13824,14966
13633,15115
13832,15272
14103,15252
13724,15596
13570,15562
14187,15554
13865,14661
13704,15136
13843,14972
13562,15026
13517,15055
14549,15123
15383,14801
15194,15104
15395,14738
15054,14966
15408,14759
15324,14630
15473,15011
15454,15186
15349,15270
15265,15251
15218,15269
15188,15349
15256,15484
15037,15617
15366,15369
15366,15369
13714,15405
14839,15425
15414,14829
15356,14612
15352,14565
13478,14914
13855,15206
13593,15572
14360,15411
14909,14515
13693,14339
13571,14412
13828,15289
15163,14729
14973,15011
14678,14919
13545,15098
14816,14834
13927,15426
13598,15576
14503,14689
14351,14508
14066,14494
14045,14422
13606,15010
13990,15201
14277,15333
13841,15369
14681,15333
14359,15524
13880,14985
15383,15398
15236,15460
14387,15585
14354,15520
14187,15094
14151,15010
14261,14764
15302,15294
13665,15488
13870,15105
13552,14612
15253,15300
15246,15273
15033,15489
15196,15355
15196,15355
15022,15424
15196,15355
15196,15355
15351,15272
15166,15138
15392,15205
13609,15044
13472,14315
14019,14690
13729,15005
14206,14411
13937,14770
14287,14395
13915,15233
13915,15233
14722,15203
14856,15288
14702,15277
14676,15219
14469,15279
14342,15226
14342,15226
14333,15213
13904,15007
13645,14998
13645,14998
14804,15154
14900,15217
14924,15271
14952,15333
15294,15242
14664,15180
14642,15123
14569,14958
13641,14997
15446,14878
15410,14911
15189,15039
14631,14461
14971,15371
