Unfairness weight,Local cost weight,Global cost weight
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95
0.0,0.05,0.95

