45507 1 315
46447 1 211
47354 1 114
47318 2 293
47641 2 226
48854 2 14
45884 3 70
48515 3 133
48900 3 124
48479 4 72
48850 4 131
46631 5 228
49154 5 336
49201 9 337
46892 14 66
45817 15 27
45708 17 224
47178 17 64
47437 17 363
48295 19 271
48760 19 127
48624 21 68
47305 22 290
48063 22 342
43655 23 37
48132 23 113
48194 24 211
46298 25 184
47054 26 87
48153 27 304
44925 28 151
45951 28 134
47598 28 328
47494 29 442
47655 29 216
49124 29 262
46548 30 91
46661 30 313
44651 31 141
45997 31 250
49082 32 161
49452 32 272
46319 33 233
47292 33 45
47520 33 174
48746 33 77
44464 34 196
46107 34 224
48793 34 298
47079 35 101
47491 35 173
46248 37 109
47014 40 127
42715 41 220
44468 44 195
46378 44 151
48221 44 96
43220 45 195
47272 45 399
46240 46 110
46478 46 285
46989 47 160
47326 48 224
49141 48 248
47714 49 229
49472 49 401
48138 51 120
47783 52 81
45873 55 153
47557 55 89
47105 56 188
48154 56 228
49117 56 308
47662 57 299
49003 57 300
47319 59 295
48745 60 204
47897 61 213
49377 61 226
45725 63 321
46416 64 105
47353 65 196
46905 66 150
46283 69 393
48732 69 236
47953 70 83
48207 70 175
46983 71 317
48480 72 273
46100 73 238
45924 74 164
43332 75 327
49213 75 375
46180 76 193
63304 76 259
46565 77 251
47570 77 393
49394 78 253
45347 79 116
46152 79 391
46804 81 146
46376 82 204
42642 84 320
48720 85 162
49436 85 258
43186 87 195
45713 87 407
48516 87 269
45929 88 272
48323 90 212
44807 91 248
49184 94 360
47184 95 161
49395 95 173
46122 96 166
46517 96 329
46965 96 482
44223 97 178
46886 97 169
48263 98 421
49090 99 368
46519 100 235
48617 100 325
48694 100 255
48863 100 483
45550 101 277
46526 103 319
47578 103 665
48574 103 366
48634 105 178
48763 105 662
42740 107 229
45463 107 324
69652 107 316
45860 109 229
49250 109 338
55815 109 401
47942 110 121
45483 111 403
47676 111 336
46186 112 425
45836 113 174
47552 119 740
48908 119 398
42628 121 408
47946 122 185
43825 123 323
47209 123 751
44009 124 298
49174 125 407
46369 126 336
46333 129 208
48435 129 346
45073 131 318
55629 131 500
46917 135 205
48671 137 209
43269 138 155
47269 138 820
47718 138 150
48002 138 273
70046 138 495
46505 141 286
47558 142 451
46252 145 190
46723 146 394
48236 146 365
45961 149 751
46235 150 222
55323 150 278
43030 151 191
47038 153 242
48223 153 735
46640 154 865
48205 154 345
48889 154 397
46091 155 216
48822 156 393
47341 157 358
49172 158 354
46033 159 302
47306 160 997
43188 161 281
46363 161 356
49287 161 449
42615 162 216
46383 162 653
45874 163 320
45908 163 663
48394 164 502
55847 164 368
69731 164 1582
48625 165 244
46747 166 298
47515 166 344
55852 166 395
45953 167 268
46035 167 389
47153 167 252
69668 167 443
46847 168 263
46973 168 299
55870 168 400
48025 169 475
44401 173 273
46059 173 435
47122 173 304
48818 173 238
48135 174 284
48536 174 510
48857 174 302
47967 175 393
46814 176 404
63659 176 360
47605 177 752
49195 177 350
46444 178 311
54971 178 247
62305 178 346
44358 179 300
55229 179 372
42633 180 414
46684 180 858
48670 180 345
42645 181 410
46206 181 226
47628 182 392
48024 183 1063
48645 183 265
44677 184 411
47886 186 255
48583 187 368
48951 187 309
44039 188 276
45804 188 281
46490 189 259
47825 189 931
43910 190 373
49011 190 935
45932 191 261
48332 191 1049
46046 192 457
47567 192 360
48211 192 297
49414 193 752
55745 193 277
49338 194 406
54381 194 402
45821 196 511
46061 197 304
47672 197 1021
48297 197 1055
68808 198 594
47377 199 267
47932 199 416
43636 201 222
49092 201 287
42911 202 514
48472 203 337
45088 204 226
49380 205 409
46038 206 379
46765 206 437
44595 209 382
46987 212 269
70124 212 461
43889 213 239
55408 214 395
46511 216 506
46390 217 420
48202 217 379
48341 218 408
47971 219 326
46414 222 1125
47770 223 492
45505 224 349
45825 224 234
55358 224 469
49013 225 348
49333 225 504
48219 226 278
46429 227 398
46307 228 427
47589 229 1130
43844 230 406
47880 230 242
46947 231 333
48097 231 517
45987 232 1286
55331 232 405
45640 233 587
48806 234 1296
63290 234 650
46026 235 245
55285 235 441
45842 237 411
45681 238 295
46065 238 1384
47484 238 1439
69651 238 526
47104 239 354
47455 239 1634
49112 239 1239
40776 240 538
45561 240 338
70145 241 443
45031 242 292
45520 242 416
43320 243 285
48383 244 413
49081 244 436
44708 245 519
48685 246 357
42687 247 517
44384 247 420
44799 248 421
46260 248 398
46875 248 360
45506 249 344
48936 249 536
68887 249 473
69681 249 556
55335 251 2694
48352 252 347
48507 252 455
48553 254 340
48293 255 379
62115 255 435
48894 256 270
55111 256 444
62823 258 501
45920 260 513
48593 260 347
46314 261 1454
47930 261 1295
58419 262 523
46775 263 598
55842 263 520
46791 264 275
47380 264 649
47615 264 526
48616 264 399
49446 264 431
49937 264 456
48521 266 1207
48714 267 508
50748 267 445
43917 268 3169
47603 268 844
