153,45073,131,318,
154,55629,131,500,
155,46917,135,205,
156,48671,137,209,
157,43269,138,155,
158,47269,138,820,
159,47718,138,150,
160,48002,138,273,
161,70046,138,495,
162,46505,141,286,
163,47558,142,451,
164,46252,145,190,
165,46723,146,394,
166,48236,146,365,
167,45961,149,751,
168,46235,150,222,
169,55323,150,278,
170,43030,151,191,
171,47038,153,242,
172,48223,153,735,
173,46640,154,865,
174,48205,154,345,
175,48889,154,397,
176,46091,155,216,
177,48822,156,393,
178,47341,157,358,
179,49172,158,354,
180,46033,159,302,
181,47306,160,997,
182,43188,161,281,
183,46363,161,356,
184,49287,161,449,
185,42615,162,216,
186,46383,162,653,
187,45874,163,320,
188,45908,163,663,
189,48394,164,502,
190,55847,164,368,
191,69731,164,1582,
192,48625,165,244,
193,46747,166,298,
194,47515,166,344,
195,55852,166,395,
196,45953,167,268,
197,46035,167,389,
198,47153,167,252,
199,69668,167,443,
200,46847,168,263,
201,46973,168,299,
202,55870,168,400,
203,48025,169,475,
204,44401,173,273,
205,46059,173,435,
206,47122,173,304,
207,48818,173,238,
208,48135,174,284,
209,48536,174,510,
210,48857,174,302,
211,47967,175,393,
212,46814,176,404,
213,63659,176,360,
214,47605,177,752,
215,49195,177,350,
216,46444,178,311,
217,54971,178,247,
218,62305,178,346,
219,44358,179,300,
220,55229,179,372,
221,42633,180,414,
222,46684,180,858,
223,48670,180,345,
224,42645,181,410,
225,46206,181,226,
226,47628,182,392,
227,48024,183,1063,
228,48645,183,265,
229,44677,184,411,
230,47886,186,255,
231,48583,187,368,
232,48951,187,309,
233,44039,188,276,
234,45804,188,281,
235,46490,189,259,
236,47825,189,931,
237,43910,190,373,
238,49011,190,935,
239,45932,191,261,
240,48332,191,1049,
241,46046,192,457,
242,47567,192,360,
243,48211,192,297,
244,49414,193,752,
245,55745,193,277,
246,49338,194,406,
247,54381,194,402,
248,45821,196,511,
249,46061,197,304,
250,47672,197,1021,
251,48297,197,1055,
252,68808,198,594,
253,47377,199,267,
254,47932,199,416,
255,43636,201,222,
256,49092,201,287,
257,42911,202,514,
258,48472,203,337,
259,45088,204,226,
260,49380,205,409,
261,46038,206,379,
262,46765,206,437,
263,44595,209,382,
264,46987,212,269,
265,70124,212,461,
266,43889,213,239,
267,55408,214,395,
268,46511,216,506,
269,46390,217,420,
270,48202,217,379,
271,48341,218,408,
272,47971,219,326,
273,46414,222,1125,
274,47770,223,492,
275,45505,224,349,
276,45825,224,234,
277,55358,224,469,
278,49013,225,348,
279,49333,225,504,
280,48219,226,278,
281,46429,227,398,
282,46307,228,427,
283,47589,229,1130,
284,43844,230,406,
285,47880,230,242,
286,46947,231,333,
287,48097,231,517,
288,45987,232,1286,
289,55331,232,405,
290,45640,233,587,
291,48806,234,1296,
292,63290,234,650,
293,46026,235,245,
294,55285,235,441,
295,45842,237,411,
296,45681,238,295,
297,46065,238,1384,
298,47484,238,1439,
299,69651,238,526,
300,47104,239,354,
301,47455,239,1634,
302,49112,239,1239,
303,40776,240,538,
304,45561,240,338,
305,70145,241,443,
306,45031,242,292,
307,45520,242,416,
308,43320,243,285,
309,48383,244,413,
310,49081,244,436,
311,44708,245,519,
312,48685,246,357,
313,42687,247,517,
314,44384,247,420,
315,44799,248,421,
316,46260,248,398,
317,46875,248,360,
318,45506,249,344,
319,48936,249,536,
320,68887,249,473,
321,69681,249,556,
322,55335,251,2694,
323,48352,252,347,
324,48507,252,455,
325,48553,254,340,
326,48293,255,379,
327,62115,255,435,
328,48894,256,270,
329,55111,256,444,
330,62823,258,501,
331,45920,260,513,
332,48593,260,347,
333,46314,261,1454,
334,47930,261,1295,
335,58419,262,523,
336,46775,263,598,
337,55842,263,520,
338,46791,264,275,
339,47380,264,649,
340,47615,264,526,
341,48616,264,399,
342,49446,264,431,
343,49937,264,456,
344,48521,266,1207,
345,48714,267,508,
346,50748,267,445,
347,43917,268,3169,
348,47603,268,844,
349,49278,268,1472,
350,62886,268,520,
351,45690,269,316,
352,48091,269,375,
353,69604,271,417,
354,48771,272,840,
355,44246,273,296,
356,47881,273,286,
357,46219,274,331,
358,54384,274,365,
359,55024,275,538,
360,47717,276,289,
361,49336,276,1265,
362,42678,278,582,
363,49403,278,1270,
364,46756,279,511,
365,47435,279,514,
366,45862,280,515,
367,45972,281,400,
368,46560,281,502,
369,49235,282,2001,
370,69798,282,514,
371,44002,283,313,
372,46201,283,441,
373,48366,283,454,
374,55130,283,2769,
375,48774,284,488,
376,46720,285,510,
377,62835,285,541,
378,42884,286,513,
379,46717,287,459,
380,47979,288,1738,
381,48730,289,423,
382,61915,289,431,
383,42625,290,588,
384,44700,290,523,
385,46073,290,1750,
386,48455,293,421,
387,49020,293,2015,
388,47702,294,362,
389,62151,294,819,
390,41184,295,427,
391,46329,295,459,
392,48540,295,452,
393,44519,296,461,
394,54256,296,367,
395,41161,297,1793,
396,46181,297,684,
397,47310,297,400,
398,41272,298,2507,
399,44463,298,494,
400,44454,299,492,
401,48442,299,458,
402,47420,300,653,
403,49411,302,509,
404,69643,303,406,
405,70094,303,684,
406,43586,304,381,
407,45823,304,367,
408,55286,304,503,
409,62680,304,504,
410,44068,305,1572,
411,45281,305,461,
412,48441,305,503,
413,55083,305,453,
414,44713,306,676,
415,46949,306,434,
416,46331,308,1941,
417,41145,309,372,
418,47667,309,2112,
419,41530,310,520,
420,46662,310,392,
421,49467,310,427,
422,51606,310,503,
423,45652,311,527,
424,46357,311,358,
425,42908,312,593,
426,63674,313,497,
427,42322,314,520,
428,42679,315,681,
429,47903,315,1026,
430,44465,317,494,
431,46996,317,378,
432,42357,318,533,
433,46421,318,407,
434,48463,318,438,
435,43845,319,506,
436,45494,319,543,
437,55207,319,475,
438,48752,320,433,
439,45905,321,673,
440,42790,322,492,
441,49266,322,478,
442,46655,325,2211,
443,50650,325,575,
444,40783,326,657,
445,41557,326,410,
446,46647,326,746,
447,47375,327,1365,
448,45580,328,516,
449,47546,329,618,
450,47731,329,3078,
451,48930,329,547,
452,43862,330,611,
453,36566,331,602,
454,45560,332,511,
455,47936,332,1924,
456,55742,332,623,
457,42691,334,682,
458,55155,334,496,
459,42712,335,514,
460,55445,336,593,
461,63310,337,484,
462,45522,338,595,
463,47371,338,655,
464,47503,338,3599,
465,55530,338,530,
466,44579,339,486,
467,44777,339,625,
468,46863,339,452,
469,48411,340,438,
470,44951,341,492,
471,58492,341,490,
472,37202,342,2294,
473,48655,342,407,
474,45918,343,634,
475,46734,343,393,
476,46418,344,622,
477,58405,344,553,
478,58591,344,529,
479,46592,345,443,
480,48381,345,600,
481,55308,345,595,
482,58344,345,2050,
483,46525,346,430,
484,63317,346,545,
485,46115,348,577,
486,47169,348,440,
487,45952,349,472,
488,46004,350,481,
489,69655,350,549,
490,45479,351,683,
491,48259,351,638,
492,46374,352,394,
493,48565,352,637,
494,45508,353,673,
495,48162,356,613,
496,55421,356,3599,
497,63316,356,542,
498,69552,358,604,
499,45438,359,597,
500,47090,359,605,
501,61903,359,528,
502,48759,360,571,
503,55176,360,448,
504,55862,360,546,
505,62370,362,394,
506,43772,365,389,
507,46285,365,1019,
508,46976,366,444,
509,49270,366,1483,
510,40940,367,397,
511,48654,368,448,
512,48924,369,573,
513,47020,370,480,
514,47283,370,382,
515,47286,371,844,
516,45682,372,721,
517,43272,373,473,
518,48337,374,453,
519,58582,376,641,
520,45686,377,683,
521,47012,377,688,
522,49293,377,574,
523,48436,378,544,
524,43137,379,599,
525,43531,379,585,
526,47000,379,592,
527,44696,380,689,
528,44882,380,411,
529,41047,383,568,
530,43354,383,414,
531,47875,383,602,
532,48952,383,485,
533,69824,383,549,
534,46191,384,738,
535,62759,385,534,
536,44016,386,1791,
537,45235,386,587,
538,47506,386,600,
539,41496,387,650,
540,47790,387,488,
541,48497,387,601,
542,44037,388,645,
543,44478,388,551,
544,45468,388,1153,
545,46799,388,512,
546,63329,388,1641,
547,41533,389,507,
548,46010,389,1835,
549,54995,389,523,
550,63787,389,542,
551,69670,389,932,
552,47210,390,703,
553,41541,391,499,
554,45390,391,699,
555,48980,391,1651,
556,44803,392,553,
557,45459,393,514,
558,48738,393,596,
559,55039,394,531,
560,48534,395,586,
561,41491,396,570,
562,55044,396,537,
563,47049,397,611,
564,55141,397,1562,
565,55677,397,675,
566,63289,397,631,
567,42674,398,696,
568,60726,398,537,
569,47724,399,2024,
570,55411,399,2734,
571,55543,401,1744,
572,46832,402,472,
573,46872,402,516,
574,49234,402,680,
575,62749,402,586,
576,70138,403,627,
577,41521,404,594,
578,47145,404,638,
579,46051,405,430,
580,48056,405,815,
581,42375,407,646,
582,40901,408,572,
583,48664,408,641,
584,54262,408,765,
585,43215,410,562,
586,45800,410,793,
587,62851,410,3599,
588,63326,410,685,
589,37227,411,525,
590,42312,411,679,
591,48729,411,527,
592,49344,413,621,
593,48603,414,518,
594,37442,415,680,
595,46990,415,598,
596,62387,415,463,
597,70110,415,786,
598,44709,417,691,
599,47323,417,2097,
600,46531,418,604,
601,47372,419,3599,
602,49206,419,2785,
603,41159,420,624,
604,48117,420,460,
605,55356,421,641,
606,62671,421,472,
607,44368,422,577,
608,49027,423,600,
609,55378,423,643,
610,62394,425,471,
611,42827,426,628,
612,46074,426,550,
613,46595,427,715,
614,46372,428,588,
615,49298,428,728,
616,47418,429,681,
617,40058,431,628,
618,54916,431,3599,
619,48620,432,722,
620,59254,432,639,
621,36979,433,460,
622,45793,433,541,
623,69582,433,672,
624,39386,434,768,
625,59298,434,580,
626,44730,435,687,
627,55017,436,655,
628,58403,436,587,
629,27714,437,634,
630,47686,437,450,
631,49323,438,762,
632,58400,438,1149,
633,62807,439,609,
634,56189,440,2952,
635,37481,441,602,
636,37044,442,663,
637,46718,442,2374,
638,62353,442,473,
639,46452,443,1205,
640,47087,443,527,
641,47748,444,568,
642,55465,444,740,
643,45502,445,974,
644,46547,445,670,
645,47798,446,576,
646,38498,447,483,
647,45627,447,637,
648,46131,447,708,
649,46347,447,494,
650,45829,448,600,
651,49094,448,2202,
652,48009,450,576,
653,69831,450,627,
654,49224,451,779,
655,47127,453,467,
656,49001,453,3599,
657,40839,455,490,
658,45338,457,697,
659,47629,457,615,
660,47483,459,2759,
661,48735,459,518,
662,46537,460,607,
663,55278,460,1757,
664,42652,461,696,
665,45175,463,571,
666,47638,463,711,
667,45528,464,699,
668,46780,464,494,
669,55008,465,657,
670,55806,465,539,
671,48294,466,692,
672,47468,467,3599,
673,37418,468,799,
674,47119,468,520,
675,63671,469,683,
676,47538,470,824,
677,42898,471,784,
678,47348,471,815,
679,46394,472,2198,
680,62735,472,699,
681,62869,472,588,
682,70323,473,772,
683,41091,474,643,
684,49340,474,530,
685,41016,475,507,
686,41202,475,703,
687,41525,475,729,
688,47294,475,776,
689,41111,476,745,
690,44001,476,934,
691,47338,476,2739,
692,46492,477,528,
693,55171,477,595,
694,62755,477,2053,
695,41020,478,645,
696,41026,478,691,
697,41090,478,674,
698,43964,478,563,
699,45187,479,680,
700,46911,479,605,
701,55533,480,1202,
702,63323,480,2907,
703,46243,481,930,
704,63293,481,693,
705,63431,481,628,
706,41278,482,653,
707,44033,482,2861,
708,46788,482,738,
709,41025,483,2052,
710,41226,483,647,
711,41291,483,655,
712,44535,483,687,
713,46165,483,550,
714,41164,484,3159,
715,46081,484,597,
716,49356,485,553,
717,55313,485,2877,
718,60849,485,748,
719,44008,486,3050,
720,44725,486,876,
721,42359,488,691,
722,50692,488,3319,
723,55009,488,614,
724,49469,489,535,
725,41146,490,2052,
726,47713,491,525,
727,63682,491,706,
728,54778,492,723,
729,62144,492,689,
730,38965,493,887,
731,40437,493,671,
732,24884,495,708,
733,46257,495,681,
734,55471,495,658,
735,46305,496,541,
736,46670,497,739,
737,47545,497,613,
738,48677,497,1344,
739,38672,498,697,
740,46666,499,630,
741,55667,499,628,
742,42385,500,738,
743,48865,500,743,
744,54968,500,732,
745,69531,501,618,
746,48350,502,534,
747,62889,502,3321,
748,44569,504,682,
749,50720,505,716,
750,55361,505,974,
751,36858,506,731,
752,47029,506,602,
753,46471,508,609,
754,48367,508,628,
755,62826,508,788,
756,38972,509,758,
757,37521,512,709,
758,46259,512,674,
759,47369,512,798,
760,62314,512,706,
761,70141,512,711,
762,45769,513,2396,
763,38964,514,761,
764,46574,514,710,
765,43854,515,567,
766,45521,515,770,
767,48999,515,2822,
768,55191,515,664,
769,37459,516,772,
770,37477,516,877,
771,45698,516,782,
772,46817,517,622,
773,55256,517,3599,
774,62134,517,689,
775,27999,518,3599,
776,41495,518,768,
777,40923,519,704,
778,62888,519,890,
779,62802,520,947,
780,44095,521,914,
781,46829,521,701,
782,46950,521,686,
783,53872,521,708,
784,69820,521,708,
785,45418,522,788,
786,45767,522,802,
787,48457,522,867,
788,58285,522,775,
789,58315,522,796,
790,55255,523,873,
791,45389,524,865,
792,47910,524,2912,
793,28050,525,3599,
794,40851,525,581,
795,47027,526,606,
796,48433,526,1797,
797,59159,526,669,
798,60770,526,885,
799,49294,527,701,
800,47767,528,3599,
801,58402,528,2220,
802,58598,528,694,
803,43678,529,546,
804,48639,529,846,
805,55773,529,875,
806,58294,529,839,
807,70030,529,878,
808,37445,530,782,
809,59208,530,896,
810,45296,531,675,
811,45588,531,869,
812,45992,531,544,
813,46809,531,712,
814,55575,531,3599,
815,49106,532,632,
816,45551,533,705,
817,47701,533,851,
818,49267,533,578,
819,24367,535,713,
820,45966,535,723,
821,47508,535,1016,
822,48577,535,714,
823,48899,537,762,
824,45892,539,838,
825,69514,539,744,
826,27952,540,756,
827,37004,542,569,
828,48950,542,3599,
829,49217,542,883,
830,45294,543,691,
831,47883,544,2481,
832,47893,545,636,
833,49400,546,1866,
834,49416,547,616,
835,63297,547,780,
836,44296,548,657,
837,46019,548,725,
838,47168,548,639,
839,47726,548,799,
840,48559,548,618,
841,44118,549,986,
842,44712,549,885,
843,55581,549,3599,
844,47434,550,775,
845,48847,550,1288,
846,49271,550,643,
847,47270,551,738,
848,48167,551,593,
849,61913,551,770,
850,48032,552,3599,
851,45805,553,2479,
852,42345,554,604,
853,45608,554,770,
854,47389,555,3599,
855,48675,555,888,
856,49258,556,840,
857,46557,557,774,
858,47442,557,3029,
859,44808,558,741,
860,45957,558,3599,
861,47486,558,751,
862,55311,559,3565,
863,62112,559,778,
864,46423,560,636,
865,47251,560,766,
866,42366,562,841,
867,42729,562,704,
868,33896,563,801,
869,41117,563,3313,
870,44749,563,591,
871,47969,563,664,
872,41500,564,675,
873,43996,564,949,
874,41233,565,746,
875,41277,565,839,
876,43369,565,890,
877,40991,566,741,
878,41586,566,877,
879,55395,566,1060,
880,43951,567,3599,
881,44691,567,882,
882,47187,567,710,
883,47260,567,817,
884,48144,567,933,
885,49053,567,3022,
886,24345,568,800,
887,52891,568,723,
888,33911,569,748,
889,41195,569,1188,
890,47427,569,1047,
891,48158,569,630,
892,52916,569,3599,
893,55877,569,798,
894,44256,570,659,
895,42708,571,885,
896,44707,571,815,
897,47217,571,722,
898,50660,571,2266,
899,55232,571,797,
900,45574,572,969,
901,45615,572,841,
902,47290,572,3599,
903,50704,572,3599,
904,41255,573,924,
905,46311,573,686,
906,49355,573,856,
907,24348,574,855,
908,41505,574,738,
909,47215,574,821,
910,48012,574,832,
911,55555,574,3599,
912,27953,575,1055,
913,38599,575,615,
914,45678,575,772,
915,48334,575,3323,
916,42693,576,948,
917,44064,576,980,
918,47130,576,3325,
919,48772,576,3599,
920,44871,577,617,
921,47063,577,854,
922,62136,577,3599,
923,38752,578,781,
924,48360,578,3327,
925,43820,579,620,
926,61907,579,791,
927,63284,579,1624,
928,35333,580,746,
929,38668,580,782,
930,44055,580,1040,
931,46678,580,1007,
932,47164,581,715,
933,69532,581,730,
934,62101,582,822,
935,64821,582,784,
936,35309,583,813,
937,46999,583,788,
938,46585,584,626,
939,52807,584,603,
940,55416,584,1088,
941,61489,584,789,
942,45582,585,828,
943,55321,586,3599,
944,43848,587,772,
945,42394,589,823,
946,44262,590,613,
947,55299,590,3599,
948,48488,591,777,
949,69736,591,826,
950,46172,592,781,
951,48125,592,835,
952,26196,593,885,
953,31787,593,741,
954,43146,593,740,
955,45926,593,948,
956,70136,593,823,
957,37483,594,622,
958,49146,594,947,
959,43234,595,742,
960,55428,596,832,
961,69800,596,887,
962,43923,598,3599,
963,45405,598,954,
964,45275,599,764,
965,55403,600,901,
966,44427,601,743,
967,47727,601,695,
968,55831,601,891,
969,62110,602,877,
970,24361,603,803,
971,27932,603,3599,
972,44903,603,774,
973,55337,603,824,
974,37811,604,879,
975,47596,604,1064,
976,44085,605,799,
977,43961,606,951,
978,45352,606,950,
979,47068,606,861,
980,47793,606,727,
981,48841,606,3372,
982,42880,607,888,
983,45861,607,3598,
984,41493,608,824,
985,47446,608,730,
986,37479,609,643,
987,43832,611,776,
988,47195,611,733,
989,54825,612,975,
990,58421,612,754,
991,42364,613,879,
992,45621,613,868,
993,69699,613,805,
994,45368,614,646,
995,58316,614,763,
996,59131,614,758,
997,36640,615,819,
998,47142,615,738,
999,55866,615,901,
1000,48252,616,1187,
1001,59132,616,756,
1002,17979,617,3599,
1003,70137,617,825,
1004,58389,618,903,
1005,43214,619,740,
1006,55025,619,726,
1007,55374,619,1070,
1008,56768,619,759,
1009,69458,619,904,
1010,46064,620,3517,
1011,58497,620,760,
1012,49198,621,1096,
1013,55079,621,813,
1014,59115,621,761,
1015,48427,622,758,
1016,58442,622,1498,
1017,60783,622,983,
1018,45942,623,1064,
1019,47977,623,799,
1020,48286,623,678,
1021,45224,624,865,
1022,48925,624,937,
1023,37125,625,911,
1024,38952,625,1092,
1025,45348,625,942,
1026,45546,625,949,
1027,49215,625,837,
1028,42858,626,937,
1029,46193,626,827,
1030,47642,626,857,
1031,48079,626,3599,
1032,23579,627,799,
1033,68886,627,946,
1034,70298,627,1028,
1035,46354,628,724,
1036,47952,628,3599,
1037,53879,628,825,
1038,47772,629,943,
1039,58303,629,942,
1040,49237,630,1070,
1041,55314,630,3599,
1042,23733,631,867,
1043,37234,631,1420,
1044,62141,631,870,
1045,46342,632,3162,
1046,55368,632,1629,
1047,38471,633,676,
1048,47425,635,949,
1049,47991,635,3599,
1050,50455,635,665,
1051,55142,637,716,
1052,55287,637,1887,
1053,47913,638,961,
1054,69682,638,1071,
1055,45469,639,699,
1056,45971,639,808,
1057,46405,639,701,
1058,49241,639,3599,
1059,11980,641,849,
1060,46153,641,814,
1061,70133,641,948,
1062,38936,642,3599,
1063,40859,642,707,
1064,43431,642,770,
1065,48600,642,958,
1066,47789,643,914,
1067,69460,643,950,
1068,44675,645,952,
1069,46496,645,852,
1070,25893,646,818,
1071,45351,646,679,
1072,49426,646,1002,
1073,56794,646,961,
1074,43115,647,863,
1075,48244,647,707,
1076,69603,647,772,
1077,49316,648,820,
1078,62813,648,1004,
1079,48439,649,996,
1080,62154,649,867,
1081,43954,650,951,
1082,46040,651,855,
1083,46494,651,754,
1084,55501,651,1004,
1085,43257,652,803,
1086,47721,652,954,
1087,41180,653,817,
1088,45611,653,862,
1089,45859,654,701,
1090,46956,654,781,
1091,47935,654,725,
1092,51055,654,818,
1093,41535,655,907,
1094,45801,655,1099,
1095,30047,656,1075,
1096,33875,656,1006,
1097,62152,656,1623,
1098,63366,656,819,
1099,27968,657,3599,
1100,39878,657,700,
1101,40446,657,775,
1102,46611,657,861,
1103,46818,657,952,
1104,48563,657,1052,
1105,60735,657,828,
1106,33993,658,953,
1107,48304,658,717,
1108,37446,659,971,
1109,40469,659,867,
1110,46215,659,2194,
1111,46779,659,853,
1112,41267,660,1020,
1113,46395,660,769,
1114,52216,660,892,
1115,49880,661,1747,
1116,55014,661,728,
1117,41138,662,3599,
1118,44036,662,928,
1119,49928,663,3599,
1120,45381,664,977,
1121,45570,664,807,
1122,52217,664,773,
1123,40999,665,2338,
1124,47315,665,1298,
1125,52880,665,2193,
1126,40915,666,740,
1127,43826,666,954,
1128,46781,666,991,
1129,47173,666,711,
1130,55535,666,3599,
1131,52918,667,1245,
1132,48459,668,1354,
1133,48947,668,847,
1134,46589,669,790,
1135,46853,669,705,
1136,53218,669,779,
1137,62155,669,890,
1138,63309,669,2195,
1139,45499,670,709,
1140,24359,671,2779,
1141,41106,671,3599,
1142,44007,671,702,
1143,55455,671,2389,
1144,36583,672,973,
1145,49163,672,726,
1146,60954,672,779,
1147,41242,673,995,
1148,42676,674,977,
1149,60757,674,3599,
1150,55569,675,957,
1151,31372,676,871,
1152,42338,676,766,
1153,48765,676,773,
1154,49311,676,720,
1155,52919,676,996,
1156,24364,677,914,
1157,37049,677,779,
1158,40792,677,885,
1159,47851,677,713,
1160,60971,677,788,
1161,45697,678,1228,
1162,46370,678,2889,
1163,24395,679,955,
1164,45635,680,811,
1165,48849,680,857,
1166,55277,681,3599,
1167,45799,682,730,
1168,47207,682,972,
1169,28091,683,2741,
1170,46542,683,888,
1171,36978,685,905,
1172,48933,685,946,
1173,27803,687,3599,
1174,39427,687,884,
1175,49275,687,851,
1176,62893,687,3171,
1177,47084,688,792,
1178,47870,688,780,
1179,61529,688,1053,
1180,55529,689,3599,
1181,49259,690,957,
1182,62578,690,887,
1183,44735,691,975,
1184,45784,691,1185,
1185,55785,691,1059,
1186,55449,692,960,
1187,46346,693,985,
1188,47958,693,950,
1189,61896,693,946,
1190,36867,694,971,
1191,46341,694,813,
1192,54946,694,3599,
1193,47408,695,1012,
1194,48595,695,816,
1195,69610,695,892,
1196,42844,696,959,
1197,45171,696,868,
1198,41229,697,964,
1199,44580,697,881,
1200,43160,698,888,
1201,55369,698,3385,
1202,4502,699,907,
1203,45609,700,814,
1204,47199,703,801,
1205,61370,703,848,
1206,37807,704,1031,
1207,46455,704,947,
1208,48292,704,754,
1209,26191,705,990,
1210,27841,705,971,
1211,42620,705,979,
1212,43415,705,864,
1213,43906,705,929,
1214,47548,705,1090,
1215,54958,705,814,
1216,60955,706,1049,
1217,27304,707,781,
1218,46991,707,787,
1219,47768,707,1058,
1220,59245,707,1062,
1221,69711,707,1171,
1222,26185,708,1006,
1223,43577,708,751,
1224,47056,708,893,
1225,58637,708,875,
1226,25395,709,809,
1227,48082,709,817,
1228,58493,709,851,
1229,43368,710,979,
1230,59297,710,846,
1231,58101,711,849,
1232,45666,712,1235,
1233,52721,712,889,
1234,58393,712,1008,
1235,69541,712,898,
1236,47521,714,1111,
1237,49037,714,948,
1238,69704,714,1168,
1239,69732,714,3599,
1240,47906,715,1039,
1241,27911,716,3599,
1242,46301,718,894,
1243,47081,718,860,
1244,48248,718,822,
1245,27945,719,3112,
1246,44574,719,884,
1247,45906,719,865,
1248,69264,719,1040,
1249,43145,720,974,
1250,27502,721,816,
1251,47193,721,796,
1252,59130,721,935,
1253,45549,722,1376,
1254,62163,722,972,
1255,45401,723,1034,
1256,46282,724,835,
1257,42874,725,1057,
1258,46558,726,867,
1259,47505,726,1027,
1260,63288,726,898,
1261,44561,727,970,
1262,45695,727,1303,
1263,47709,727,3599,
1264,47808,728,930,
1265,49118,728,1100,
1266,57900,728,945,
1267,17890,729,999,
1268,47982,729,903,
1269,48560,729,798,
1270,56214,729,1127,
1271,62816,729,1152,
1272,63679,729,988,
1273,46097,730,824,
1274,46868,730,1076,
1275,55137,730,903,
1276,60833,730,936,
1277,46133,731,800,
1278,38625,732,765,
1279,49179,732,970,
1280,56805,732,1795,
1281,47351,733,901,
1282,43363,734,1047,
1283,44013,734,1089,
1284,62319,734,894,
1285,46364,736,979,
1286,47102,737,802,
1287,47085,738,863,
1288,49042,738,825,
1289,61884,738,887,
1290,45740,740,791,
1291,48401,740,1360,
1292,48777,740,957,
1293,28616,741,3599,
1294,40871,741,796,
1295,48666,742,817,
1296,48959,742,952,
1297,46564,743,1126,
1298,70056,743,1138,
1299,42374,744,1064,
1300,47309,744,961,
1301,47836,744,962,
1302,63394,744,843,
1303,35989,745,1065,
1304,49245,745,820,
1305,41221,746,1041,
1306,46848,746,897,
1307,48008,747,989,
1308,68893,747,1002,
1309,41029,748,946,
1310,44560,748,3599,
1311,55246,748,3286,
1312,50736,749,3599,
1313,63384,749,991,
1314,68751,749,1145,
1315,44119,750,1111,
1316,45425,750,1046,
1317,46742,750,1203,
1318,48538,751,1000,
1319,52911,751,1190,
1320,55822,751,1090,
1321,62784,751,3599,
1322,41283,752,1015,
1323,55272,752,1246,
1324,42649,753,1058,
1325,43023,753,912,
1326,44124,753,1087,
1327,55007,753,1088,
1328,48046,754,819,
1329,50732,754,3599,
1330,55267,755,3234,
1331,55427,755,3284,
1332,43336,756,788,
1333,44743,756,1045,
1334,48703,756,903,
1335,52195,756,2910,
1336,62778,756,952,
1337,27765,757,882,
1338,48786,757,1032,
1339,45439,758,933,
1340,48245,758,957,
